"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","49.208 
308 
445","1.636 
14,8","1.880 
17,0"
"Bayern","67.763 
407 
518","2.148 
16,4","2.664 
20,4"
"Berlin","14.327 
131 
382","991 
26,4","228 
6,1"
"Brandenburg","4.251 
34 
169","125 
5,0","169 
6,7"
"Bremen","2.385 
13 
349","162 
23,7","59 
8,6"
"Hamburg","7.750 
60 
421","420 
22,8","269 
14,6"
"Hessen","18.788 
144 
300","1.012 
16,2","551 
8,8"
"Mecklenburg-
Vorpommern","1.168 
17 
73","47 
2,9","20 
1,2"
"Niedersachsen","20.026 
254 
251","883 
11,1","682 
8,5"
"Nordrhein-Westfalen","69.284 
564 
386","3.384 
18,9","1.867 
10,4"
"Rheinland-Pfalz","10.630 
76 
260","424 
10,4","253 
6,2"
"Saarland","3.297 
2 
333","52 
5,2","177 
17,9"
"Sachsen","7.151 
29 
175","330 
8,1","233 
5,7"
"Sachsen-Anhalt","2.613 
10 
118","146 
6,6","68 
3,1"
"Schleswig-Holstein","4.724 
38 
163","251 
8,7","161 
5,6"
"Thüringen","4.056 
2 
189","83 
3,9","190 
8,9"
"Gesamt","287.421 
2.089 
346","12.094 
14,5","9.471 
11,4"
