"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","275.442 
613 
2.481","12.479 
112","6.219 
56,0"
"Bayern","377.918 
2.781 
2.879","17.867 
136","8.929 
68,0"
"Berlin","113.055 
544 
3.081","5.058 
138","1.860 
50,7"
"Brandenburg*","58.646 
1.382 
2.325","5.685 
225","1.667 
66,1"
"Bremen","14.960 
17 
2.196","567 
83","237 
34,8"
"Hamburg","43.077 
263 
2.332","1.724 
93","917 
49,6"
"Hessen","159.409 
441 
2.535","7.855 
125","4.072 
64,8"
"Mecklenburg-
Vorpommern","16.902 
160 
1.051","1.911 
119","310 
19,3"
"Niedersachsen","129.566 
740 
1.621","7.849 
98","2.685 
33,6"
"Nordrhein-
Westfalen","453.576 
1.678 
2.527","21.122 
118","9.306 
51,9"
"Rheinland-Pfalz**","85.559 
918 
2.090","4.357 
106","2.104 
51,4"
"Saarland","23.204 
58 
2.351","1.047 
106","628 
63,6"
"Sachsen","167.685 
692 
4.118","9.189 
226","5.156 
126,6"
"Sachsen-Anhalt","43.612 
430 
1.987","4.651 
212","1.181 
53,8"
"Schleswig-Holstein","31.391 
220 
1.081","2.537 
87","675 
23,2"
"Thüringen","58.026 
432 
2.720","5.467 
256","1.676 
78,6"
"Gesamt","2.052.028 
11.369 
2.467","109.365 
132","47.622 
57,3"
