"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 01 
Meldewoche 02 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","15.963 
144","13.317 
120","-2.646 
-17%"
"Bayern","22.347 
170","19.051 
145","-3.296 
-15%"
"Berlin","7.208 
196","6.156 
168","-1.052 
-15%"
"Brandenburg","7.616 
302","6.060 
240","-1.556 
-20%"
"Bremen","613 
90","587 
86","-26 
-4%"
"Hamburg","2.910 
158","2.040 
110","-870 
-30%"
"Hessen","10.253 
163","8.331 
132","-1.922 
-19%"
"Mecklenburg-Vorpommern","2.185 
136","1.963 
122","-222 
-10%"
"Niedersachsen","9.785 
122","8.321 
104","-1.464 
-15%"
"Nordrhein-Westfalen","27.433 
153","22.129 
123","-5.304 
-19%"
"Rheinland-Pfalz","5.894 
144","4.664 
114","-1.230 
-21%"
"Saarland","1.837 
186","1.073 
109","-764 
-42%"
"Sachsen","15.595 
383","10.418 
256","-5.177 
-33%"
"Sachsen-Anhalt","5.423 
247","5.312 
242","-111 
-2%"
"Schleswig-Holstein","2.887 
99","2.561 
88","-326 
-11%"
"Thüringen","6.872 
322","5.956 
279","-916 
-13%"
"Gesamt 
144.821 
174 
117.939 
142 
-26.882 
-19%","","",""
