"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","475.324","2.040","4.282","13.219","119","9.651","87"
"Bayern","622.624","1.879","4.744","12.510","95","14.551","111"
"Berlin","174.564","155","4.757","2.625","72","3.396","93"
"Brandenburg","106.145","264","4.209","1.823","72","3.665","145"
"Bremen","26.443","51","3.882","509","75","467","69"
"Hamburg","74.669","174","4.042","1.036","56","1.530","83"
"Hessen","277.815","1.015","4.418","6.853","109","7.106","113"
"Mecklenburg-
Vorpommern","42.747","173","2.658","1.157","72","1.069","66"
"Niedersachsen","250.813","721","3.138","5.461","68","5.459","68"
"Nordrhein-Westfalen","780.826","2.473","4.351","18.564","103","16.190","90"
"Rheinland-Pfalz","147.858","389","3.612","3.398","83","3.633","89"
"Saarland","39.418","197","3.994","1.005","102","974","99"
"Sachsen","276.824","964","6.798","5.453","134","9.367","230"
"Sachsen-Anhalt","95.933","334","4.371","2.269","103","3.213","146"
"Schleswig-Holstein","61.349","139","2.113","1.243","43","1.545","53"
"Thüringen","123.688","368","5.798","3.168","148","4.032","189"
"Gesamt","3.577.040","11.336","4.301","80.293","97","85.848","103"
