"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","75,164 
2,280 
677","10,648 
95.9","2,000 
18.0"
"Bavaria","98,998 
2,578 
754","14,143 
107.8","2,789 
21.2"
"Berlin","29,225 
1,161 
796","5,130 
139.8","253 
6.9"
"Brandenburg","7,208 
251 
286","1,082 
42.9","188 
7.5"
"Bremen","4,891 
202 
718","1,037 
152.2","69 
10.1"
"Hamburg","12,557 
404 
680","1,708 
92.5","283 
15.3"
"Hesse","37,385 
1,697 
595","8,615 
137.0","637 
10.1"
"Mecklenburg-Western 
Pomerania","2,484 
156 
154","578 
35.9","22 
1.4"
"Lower Saxony","32,980 
736 
413","4,832 
60.4","737 
9.2"
"North Rhine-Westphalia","122,051 
4,773 
680","23,605 
131.5","2,083 
11.6"
"Rhineland-Palatinate","18,420 
631 
450","3,386 
82.7","279 
6.8"
"Saarland","5,806 
230 
588","999 
101.2","183 
18.5"
"Saxony","15,380 
971 
378","3,183 
78.2","300 
7.4"
"Saxony-Anhalt","4,582 
240 
209","948 
43.2","76 
3.5"
"Schleswig-Holstein","7,499 
281 
258","1,335 
46.0","170 
5.9"
"Thuringia","6,383 
183 
299","1,093 
51.2","203 
9.5"
"Total","481,013 
16,774 
578","82,322 
99.0","10,272 
12.4"
