"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","312,399 
874 
2,814","5,054 
46","7,985 
71.9"
"Bavaria","430,386 
950 
3,279","7,243 
55","12,233 
93.2"
"Berlin","127,483 
296 
3,474","1,973 
54","2,766 
75.4"
"Brandenburg","75,337 
292 
2,987","1,592 
63","2,948 
116.9"
"Bremen","17,584 
66 
2,581","490 
72","329 
48.3"
"Hamburg","50,673 
162 
2,743","1,176 
64","1,235 
66.9"
"Hesse","185,434 
681 
2,949","3,789 
60","5,751 
91.5"
"Mecklenburg- 
Western Pomerania","23,712 
205 
1,475","1,038 
65","714 
44.4"
"Lower Saxony","160,402 
749 
2,007","4,817 
60","4,204 
52.6"
"North Rhine-Westphalia","524,022 
1,838 
2,920","10,926 
61","12,800 
71.3"
"Rhineland-Palatinate","100,633 
279 
2,458","2,124 
52","3,031 
74.0"
"Saarland *","28,369 
134 
2,875","606 
61","852 
86.3"
"Saxony","191,563 
514 
4,704","2,696 
66","7,529 
184.9"
"Saxony-Anhalt","59,049 
232 
2,690","1,787 
81","2,339 
106.6"
"Schleswig-Holstein","41,468 
258 
1,428","1,454 
50","1,245 
42.9"
"Thuringia","74,304 
477 
3,483","2,530 
119","2,779 
130.3"
"Total","2,402,818 
8,007 
2,889","49,295 
59","68,740 
82.7"
