"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","424.891","3.643","3.828","20.866","188","9.201","83"
"Bayern","574.876","3.330","4.380","23.120","176","13.955","106"
"Berlin","163.618","840","4.459","4.867","133","3.179","87"
"Brandenburg","99.514","461","3.946","3.261","129","3.497","139"
"Bremen","24.380","150","3.579","1.118","164","444","65"
"Hamburg","69.920","364","3.785","1.940","105","1.456","79"
"Hessen","253.605","2.252","4.033","11.083","176","6.733","107"
"Mecklenburg-
Vorpommern","38.243","368","2.378","2.242","139","962","60"
"Niedersachsen","229.651","1.844","2.873","9.068","113","5.209","65"
"Nordrhein-Westfalen","709.522","5.635","3.953","32.876","183","15.201","85"
"Rheinland-Pfalz","135.016","1.075","3.298","5.724","140","3.513","86"
"Saarland","35.976","55","3.645","1.372","139","948","96"
"Sachsen","253.675","1.502","6.230","8.654","213","8.909","219"
"Sachsen-Anhalt","86.861","803","3.958","3.653","166","3.005","137"
"Schleswig-Holstein","57.021","352","1.964","2.202","76","1.496","52"
"Thüringen","111.876","718","5.244","4.679","219","3.736","175"
"Gesamt","3.268.645","23.392","3.930","136.725","164","81.444","98"
