"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-
Württemberg","100.752 
1706 
908","15.438 
139,1","2.120 
19,1"
"Bayern","133.808 
3173 
1.020","22.521 
171,6","2.923 
22,3"
"Berlin","39.624 
241 
1.080","6.794 
185,1","295 
8,0"
"Brandenburg","10.516 
220 
417","1.742 
69,1","217 
8,6"
"Bremen","7.133 
66 
1.047","1.376 
202,0","87 
12,8"
"Hamburg","17.139 
285 
928","2.347 
127,1","304 
16,5"
"Hessen","54.043 
882 
859","10.327 
164,2","758 
12,1"
"Mecklenburg-
Vorpommern","3.745 
52 
233","807 
50,2","30 
1,9"
"Niedersachsen","46.322 
1320 
579","7.467 
93,4","823 
10,3"
"Nordrhein-
Westfalen","171.631 
3426 
956","29.801 
166,0","2.355 
13,1"
"Rheinland-Pfalz","26.352 
631 
644","4.857 
118,6","320 
7,8"
"Saarland","8.426 
99 
854","1.324 
134,2","201 
20,4"
"Sachsen","26.680 
802 
655","6.313 
155,0","405 
9,9"
"Sachsen-Anhalt","6.734 
151 
307","1.269 
57,8","93 
4,2"
"Schleswig-Holstein","10.000 
177 
344","1.521 
52,4","201 
6,9"
"Thüringen","8.963 
132 
420","1.662 
77,9","220 
10,3"
"Gesamt","671.868 
13.363 
808","115.566 
139,0","11.352 
13,6"
