"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","499.089","178","4.496","1.728","16","10.145","91"
"Bayern","646.008","223","4.922","1.575","12","15.163","116"
"Berlin","179.807","-11","4.900","310","8","3.541","96"
"Brandenburg","108.615","7","4.307","123","5","3.786","150"
"Bremen","27.370","7","4.018","57","8","482","71"
"Hamburg","77.036","21","4.170","212","11","1.585","86"
"Hessen","289.930","113","4.611","719","11","7.462","119"
"Mecklenburg-
Vorpommern","44.096","-1","2.742","52","3","1.148","71"
"Niedersachsen","260.531","83","3.259","460","6","5.724","72"
"Nordrhein-Westfalen","814.384","270","4.538","2.016","11","17.030","95"
"Rheinland-Pfalz","154.777","63","3.781","453","11","3.834","94"
"Saarland","41.339","15","4.189","145","15","1.019","103"
"Sachsen","285.585","48","7.013","248","6","10.011","246"
"Sachsen-Anhalt","99.150","17","4.518","102","5","3.411","155"
"Schleswig-Holstein","63.716","24","2.194","160","6","1.618","56"
"Thüringen","128.598","19","6.028","204","10","4.311","202"
"Gesamt","3.720.031","1.076","4.473","8.564","10","90.270","109"
