"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","343.165 
2.226 
3.091","11.078 
100","8.526 
76,8"
"Bayern","472.427 
2.207 
3.600","14.140 
108","12.972 
98,8"
"Berlin","138.205 
287 
3.766","3.453 
94","2.990 
81,5"
"Brandenburg","82.945 
433 
3.289","2.811 
111","3.233 
128,2"
"Bremen","19.635 
109 
2.882","684 
100","392 
57,5"
"Hamburg","56.992 
336 
3.085","1.989 
108","1.348 
73,0"
"Hessen","205.734 
1.021 
3.272","7.189 
114","6.145 
97,7"
"Mecklenburg-
Vorpommern","27.936 
228 
1.737","1.117 
69","828 
51,5"
"Niedersachsen","183.678 
1.146 
2.298","7.065 
88","4.722 
59,1"
"Nordrhein-
Westfalen","577.480 
2.917 
3.218","18.580 
104","13.886 
77,4"
"Rheinland-Pfalz","109.639 
337 
2.678","3.025 
74","3.254 
79,5"
"Saarland","30.668 
130 
3.108","642 
65","918 
93,0"
"Sachsen","209.156 
1.006 
5.136","5.913 
145","8.220 
201,9"
"Sachsen-Anhalt","67.601 
346 
3.080","2.527 
115","2.631 
119,9"
"Schleswig-Holstein","46.969 
306 
1.618","1.729 
60","1.404 
48,4"
"Thüringen","87.286 
698 
4.091","4.430 
208","3.195 
149,8"
"Gesamt","2.659.516 
13.733 
3.198","86.372 
104","74.664 
89,8"
