"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","193.712 
3.294 
1.745","21.277 
192","3.628 
32,7"
"Bayern","267.838 
6.532 
2.041","27.542 
210","5.163 
39,3"
"Berlin","80.936 
1.129 
2.206","6.663 
182","899 
24,5"
"Brandenburg","28.055 
596 
1.112","3.723 
148","540 
21,4"
"Bremen","11.865 
129 
1.742","897 
132","160 
23,5"
"Hamburg","29.990 
279 
1.623","2.300 
125","491 
26,6"
"Hessen","111.433 
1.699 
1.772","11.420 
182","1.906 
30,3"
"Mecklenburg-
Vorpommern","8.596 
281 
535","1.489 
93","102 
6,3"
"Niedersachsen","87.268 
923 
1.092","7.105 
89","1.482 
18,5"
"Nordrhein-Westfalen","326.681 
4.630 
1.820","30.959 
173","4.786 
26,7"
"Rheinland-Pfalz","58.279 
817 
1.424","6.780 
166","936 
22,9"
"Saarland","16.159 
61 
1.637","1.649 
167","313 
31,7"
"Sachsen *","92.409 
5.603 
2.269","16.576 
407","1.855 
45,6"
"Sachsen-Anhalt","19.456 
471 
886","3.228 
147","302 
13,8"
"Schleswig-Holstein","18.827 
486 
648","2.505 
86","301 
10,4"
"Thüringen","27.734 
798 
1.300","5.438 
255","563 
26,4"
"Gesamt","1.379.238 
27.728 
1.658","149.551 
180","23.427 
28,2"
