"0"
"KW 2020 
Anzahl 
Positiv 
Anzahl übermittelnde 
Testungen 
getestet 
Labore"
"Bis einschl. 10 
124.716 
3.892 (3,1%) 
90"
"11 
127.457 
7.582 (5,9%) 
114"
"12 
348.619 
23.820 (6,8%) 
152"
"13 
361.515 
31.414 (8,7%) 
151"
"14 
408.348 
36.885 (9,0%) 
154"
"15 
379.233 
30.728 (8,1%) 
163"
"16 
330.027 
21.993 (6,7%) 
167"
"17 
360.443 
18.015 (5,0%) 
176"
"18 
325.259 
12.585 (3,9%) 
174"
"19 
382.154 
10.187 (2,7%) 
173"
"Summe 
3.147.771 
197.101 (6,3%)"
