"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","40,358 
185 
365","1,450 
13.1","1,863 
16.8"
"Bavaria","55,414 
353 
424","1,835 
14.0","2,634 
20.1"
"Berlin","10,786 
58 
288","416 
11.1","226 
6.0"
"Brandenburg","3,795 
8 
151","70 
2.8","169 
6.7"
"Bremen","1,913 
8 
280","62 
9.1","56 
8.2"
"Hamburg","6,083 
29 
330","151 
8.2","265 
14.4"
"Hesse","14,809 
152 
236","1,073 
17.1","528 
8.4"
"Mecklenburg-Western  
Pomerania","997 
3 
62","21 
1.3","20 
1.2"
"Lower Saxony","16,191 
95 
203","586 
7.3","661 
8.3"
"North Rhine-
Westphalia","57,213 
297 
319","2,018 
11.3","1,802 
10.0"
"Rhineland-Palatinate","8,713 
46 
213","409 
10.0","243 
5.9"
"Saarland","3,080 
4 
311","69 
7.0","174 
17.6"
"Saxony","5,827 
3 
143","74 
1.8","225 
5.5"
"Saxony-Anhalt","2,183 
3 
99","53 
2.4","65 
2.9"
"Schleswig-Holstein","3,927 
23 
136","114 
3.9","160 
5.5"
"Thuringia","3,564 
11 
166","57 
2.7","186 
8.7"
"Total 
234,853 
1,278 
283 
8,458 
10.2 
9,277 
11.2","","",""
