"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","1.940 
2.450 
271.976","13.665 
123","6.050 
54,5"
"Bayern","372.696 
3.024 
2.840","19.449 
148","8.639 
65,8"
"Berlin","111.730 
990 
3.045","5.791 
158","1.800 
49,1"
"Brandenburg*","56.036 
634 
2.222","5.086 
202","1.549 
61,4"
"Bremen","14.796 
97 
2.172","545 
80","230 
33,8"
"Hamburg","42.349 
279 
2.293","1.836 
99","895 
48,5"
"Hessen","157.255 
1.128 
2.501","8.106 
129","3.907 
62,1"
"Mecklenburg-
Vorpommern","16.361 
372 
1.017","1.862 
116","296 
18,4"
"Niedersachsen","127.115 
1.932 
1.590","7.889 
99","2.604 
32,6"
"Nordrhein-
Westfalen","447.493 
3.334 
2.493","21.919 
122","9.033 
50,3"
"Rheinland-Pfalz","84.229 
753 
2.057","4.655 
114","2.035 
49,7"
"Saarland","22.939 
197 
2.324","1.174 
119","606 
61,4"
"Sachsen","165.292 
1.823 
4.059","10.416 
256","4.982 
122,3"
"Sachsen-Anhalt","42.249 
855 
1.925","5.148 
235","1.089 
49,6"
"Schleswig-Holstein","30.581 
422 
1.053","2.535 
87","648 
22,3"
"Thüringen","56.539 
898 
2.650","5.724 
268","1.611 
75,5"
"Gesamt","2.019.636 
18.678 
2.428","115.800 
139","45.974 
55,3"
