"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","46.935 
156 
424","1.580 
14,3","1.871 
16,9"
"Bayern","64.625 
230 
494","2.550 
19,5","2.648 
20,2"
"Berlin","13.065 
146 
349","763 
20,4","227 
6,1"
"Brandenburg","4.088 
9 
163","71 
2,8","169 
6,7"
"Bremen","2.215 
24 
324","83 
12,2","59 
8,6"
"Hamburg","7.150 
75 
388","297 
16,1","269 
14,6"
"Hessen","17.586 
70 
281","743 
11,9","544 
8,7"
"Mecklenburg-Vorpommern*","1.105 
0 
69","42 
2,6","20 
1,2"
"Niedersachsen","18.791 
90 
235","840 
10,5","669 
8,4"
"Nordrhein-Westfalen","65.078 
386 
363","2.739 
15,3","1.845 
10,3"
"Rheinland-Pfalz","10.085 
48 
247","317 
7,8","247 
6,0"
"Saarland","3.232 
5 
326","59 
6,0","176 
17,8"
"Sachsen","6.679 
21 
164","252 
6,2","226 
5,5"
"Sachsen-Anhalt","2.443 
50 
111","86 
3,9","66 
3,0"
"Schleswig-Holstein","4.405 
21 
152","174 
6,0","161 
5,6"
"Thüringen","3.933 
14 
184","139 
6,5","189 
8,8"
"Gesamt","271.415 
1.345 
327","10.735 
12,9","9.386 
11,3"
