"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 10 
Meldewoche 11 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","11.716 
106","14.354 
129","2.638 
+23%"
"Bayern","14.952 
114","18.391 
140","3.439 
+23%"
"Berlin","3.817 
104","5.520 
150","1.703 
+45%"
"Brandenburg","2.875 
114","3.616 
143","741 
+26%"
"Bremen","702 
103","943 
138","241 
+34%"
"Hamburg","2.194 
119","2.878 
156","684 
+31%"
"Hessen","7.606 
121","8.884 
141","1.278 
+17%"
"Mecklenburg-Vorpommern","1.326 
82","1.769 
110","443 
+33%"
"Niedersachsen","7.796 
98","9.618 
120","1.822 
+23%"
"Nordrhein-Westfalen","19.537 
109","23.904 
133","4.367 
+22%"
"Rheinland-Pfalz","3.413 
83","4.634 
113","1.221 
+36%"
"Saarland","667 
68","790 
80","123 
+18%"
"Sachsen","6.876 
169","8.545 
210","1.669 
+24%"
"Sachsen-Anhalt","2.812 
128","3.810 
174","998 
+35%"
"Schleswig-Holstein","1.735 
60","1.995 
69","260 
+15%"
"Thüringen","4.550 
213","5.119 
240","569 
+13%"
"92.574 
111 
114.770 
138 
22.196 
+24% 
Gesamt","","",""
