"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-
Württemberg*","359.284","805","3.237","14.104","127","8.648","77,9"
"Bayern","493.646","1.244","3.761","18.438","140","13.194","100,5"
"Berlin","144.582","575","3.940","5.013","137","3.042","82,9"
"Brandenburg","87.001","317","3.450","3.667","145","3.288","130,4"
"Bremen","20.704","73","3.039","943","138","402","59,0"
"Hamburg","60.339","360","3.266","2.599","141","1.372","74,3"
"Hessen","216.091","833","3.437","8.861","141","6.298","100,2"
"Mecklenburg-
Vorpommern","29.981","97","1.864","1.711","106","851","52,9"
"Niedersachsen","194.850","605","2.438","9.329","117","4.836","60,5"
"Nordrhein-Westfalen","604.999","2.441","3.371","23.747","132","14.151","78,8"
"Rheinland-Pfalz","115.316","667","2.817","4.666","114","3.313","80,9"
"Saarland","31.546","37","3.197","747","76","924","93,6"
"Sachsen","219.076","573","5.380","7.877","193","8.338","204,8"
"Sachsen-Anhalt","72.035","292","3.282","3.689","168","2.698","122,9"
"Schleswig-Holstein","49.230","189","1.695","2.023","70","1.429","49,2"
"Thüringen","93.142","441","4.366","5.068","238","3.309","155,1"
"Gesamt","2.791.822","9.549","3.357","112.482","135","76.093","91,5"
