"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","38.740 
228 
350","749 
6,8","1.859 
16,8"
"Bayern","53.298 
314 
408","1.175 
9,0","2.631 
20,1"
"Berlin","10.319 
66 
275","503 
13,4","224 
6,0"
"Brandenburg","3.708 
5 
148","54 
2,1","169 
6,7"
"Bremen","1.851 
6 
271","39 
5,7","56 
8,2"
"Hamburg","5.901 
14 
321","142 
7,7","264 
14,3"
"Hessen","13.675 
189 
218","828 
13,2","528 
8,4"
"Mecklenburg-
Vorpommern","975 
2 
61","29 
1,8","20 
1,2"
"Niedersachsen","15.482 
54 
194","388 
4,9","656 
8,2"
"Nordrhein-
Westfalen","55.049 
396 
307","2.743 
15,3","1.780 
9,9"
"Rheinland-
Pfalz","8.224 
76 
201","325 
8,0","242 
5,9"
"Saarland","3.008 
8 
304","62 
6,3","174 
17,6"
"Sachsen","5.736 
5 
141","67 
1,6","225 
5,5"
"Sachsen-
Anhalt","2.126 
3 
96","50 
2,3","64 
2,9"
"Schleswig-
Holstein","3.807 
17 
131","175 
6,0","158 
5,5"
"Thüringen","3.505 
7 
164","62 
2,9","186 
8,7"
"Gesamt","225.404 
1.390 
271","7.391 
8,9","9.236 
11,1"
