"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","495.375","422","4.463","3.273","29","10.017","90"
"Bayern","642.208","504","4.893","3.318","25","15.014","114"
"Berlin","179.114","27","4.881","972","26","3.505","96"
"Brandenburg","108.534","24","4.304","334","13","3.743","148"
"Bremen","27.238","19","3.999","172","25","475","70"
"Hamburg","76.577","73","4.145","352","19","1.571","85"
"Hessen","288.258","235","4.584","1.804","29","7.397","118"
"Mecklenburg-
Vorpommern","43.979","8","2.735","135","8","1.126","70"
"Niedersachsen","259.405","128","3.245","1.406","18","5.663","71"
"Nordrhein-Westfalen","809.816","546","4.512","5.039","28","16.858","94"
"Rheinland-Pfalz","153.707","88","3.755","1.045","26","3.753","92"
"Saarland","41.031","33","4.158","292","30","1.012","103"
"Sachsen","284.806","149","6.994","1.001","25","9.858","242"
"Sachsen-Anhalt","98.836","58","4.503","411","19","3.371","154"
"Schleswig-Holstein","63.362","38","2.182","362","12","1.603","55"
"Thüringen","128.121","88","6.006","639","30","4.256","199"
"Gesamt","3.700.367","2.440","4.449","20.555","25","89.222","107"
