"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Number 
Cases/ 
Cases in 
Number 
Number of 
incidence 
Federal State 
number 
of new 
100,000 
the last 
of 
deaths/ 
per 100,000 
of cases 
cases* 
pop. 
7 days 
deaths 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","186,044 
3,086 
1,676","20,026 
180","3,400 
30.6"
"Bavaria","256,903 
3,834 
1,957","26,282 
200","4,848 
36.9"
"Berlin","78,248 
1,040 
2,132","6,859 
187","813 
22.2"
"Brandenburg","26,434 
616 
1,048","3,413 
135","481 
19.1"
"Bremen","11,661 
173 
1,712","915 
134","154 
22.6"
"Hamburg","29,135 
515 
1,577","2,317 
125","478 
25.9"
"Hesse","107,361 
1,427 
1,707","11,076 
176","1,749 
27.8"
"Mecklenburg- 
Western Pomerania","8,069 
199 
502","1,334 
83","96 
6.0"
"Lower Saxony","84,771 
836 
1,060","6,821 
85","1,419 
17.8"
"North Rhine-Westphalia","314,937 
4,005 
1,755","29,131 
162","4,455 
24.8"
"Rhineland-Palatinate","55,536 
567 
1,357","6,080 
149","846 
20.7"
"Saarland","15,588 
128 
1,580","1,590 
161","301 
30.5"
"Saxony","84,245 
2,019 
2,069","14,197 
349","1,652 
40.6"
"Saxony-Anhalt","18,152 
449 
827","3,121 
142","271 
12.3"
"Schleswig-Holstein","17,960 
445 
619","2,294 
79","291 
10.0"
"Thuringia","25,672 
861 
1,203","4,927 
231","533 
25.0"
"Total","1,320,716 
20,200 
1,588","140,383 
169","21,787 
26.2"
