"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Cases/ 
Cases in 
Number of 
Number of 
incidence/ 
Number of 
Federal State 
number of 
100,000 
the last 
deaths/ 
new cases 
100,000 
deaths 
cases 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","290,457 
1,639 
2,617","8,411 
76","6,956 
62.7"
"Bavaria","398,573 
1,973 
3,037","12,311 
94","10,229 
77.9"
"Berlin","118,955 
522 
3,242","3,105 
85","2,198 
59.9"
"Brandenburg*","67,144 
774 
2,662","3,535 
140","2,193 
87.0"
"Bremen","15,747 
108 
2,312","504 
74","265 
38.9"
"Hamburg","45,576 
41 
2,467","1,306 
71","1,037 
56.1"
"Hesse","169,960 
1,089 
2,703","5,936 
94","4,733 
75.3"
"Mecklenburg- 
Western Pomerania","19,435 
238 
1,209","1,587 
99","423 
26.3"
"Lower Saxony","139,925 
896 
1,750","5,741 
72","3,189 
39.9"
"North Rhine-Westphalia","481,042 
2,779 
2,680","16,160 
90","10,597 
59.0"
"Rhineland-Palatinate","91,711 
612 
2,240","3,530 
86","2,450 
59.8"
"Saarland","25,232 
291 
2,557","1,091 
111","720 
73.0"
"Saxony","178,330 
1,209 
4,379","5,349 
131","6,153 
151.1"
"Saxony-Anhalt","50,945 
745 
2,321","3,645 
166","1,653 
75.3"
"Schleswig-Holstein","35,426 
389 
1,220","2,606 
90","834 
28.7"
"Thuringia","64,392 
717 
3,018","3,664 
172","2,122 
99.5"
"Total **","2,192,850 
14,022 
2,637","78,481 
94","55,752 
67.0"
