"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37,791 
24 
341","329 
3.0","1,858 
16.8"
"Bavaria","51,848 
45 
396","607 
4.6","2,627 
20.1"
"Berlin","9,698 
10 
259","361 
9.6","224 
6.0"
"Brandenburg","3,627 
1 
144","48 
1.9","169 
6.7"
"Bremen","1,804 
1 
264","22 
3.2","56 
8.2"
"Hamburg","5,678 
14 
308","229 
12.4","262 
14.2"
"Hesse","12,737 
34 
203","585 
9.3","525 
8.4"
"Mecklenburg-Western  
Pomerania","938 
2 
58","55 
3.4","20 
1.2"
"Lower Saxony","14,974 
31 
188","356 
4.5","654 
8.2"
"North Rhine-
Westphalia","51,762 
201 
289","2,231 
12.4","1,759 
9.8"
"Rhineland-Palatinate","7,832 
61 
192","275 
6.7","239 
5.9"
"Saarland","2,930 
4 
296","38 
3.8","174 
17.6"
"Saxony","5,632 
0 
138","82 
2.0","225 
5.5"
"Saxony-Anhalt","2,061 
4 
93","29 
1.3","64 
2.9"
"Schleswig-Holstein","3,588 
2 
124","110 
3.8","158 
5.5"
"Thuringia","3,427 
2 
160","50 
2.3","183 
8.5"
"Total 
216,327 
436 
260 
5,407 
6.5 
9,197 
11.1","","",""
