"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","56,488 
849 
509","3,838 
34.6","1,919 
17.3"
"Bavaria","75,535 
1,076 
576","4,193 
31.9","2,700 
20.6"
"Berlin","19,537 
504 
532","2,612 
71.2","237 
6.5"
"Brandenburg","5,098 
101 
202","473 
18.8","172 
6.8"
"Bremen","3,274 
108 
481","469 
68.8","62 
9.1"
"Hamburg","9,288 
135 
503","563 
30.5","278 
15.0"
"Hesse","23,481 
662 
373","2,620 
41.7","569 
9.0"
"Mecklenburg-Western 
Pomerania","1,532 
60 
95","194 
12.1","20 
1.2"
"Lower Saxony","24,009 
449 
300","1,838 
23.0","706 
8.8"
"North Rhine-Westphalia","84,161 
1,805 
469","8,085 
45.0","1,931 
10.8"
"Rhineland-Palatinate","12,647 
237 
309","1,065 
26.0","260 
6.4"
"Saarland","3,960 
93 
401","425 
43.1","177 
17.9"
"Saxony","9,122 
380 
224","1,072 
26.3","252 
6.2"
"Saxony-Anhalt","2,999 
33 
137","168 
7.7","68 
3.1"
"Schleswig-Holstein","5,456 
65 
188","365 
12.6","163 
5.6"
"Thuringia","4,636 
81 
217","347 
16.3","196 
9.2"
"341,223 
6,638 
410 
28,327 
34.1 
9,710 
11.7 
Total","","",""
