"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","52,231 
652 
471","2,291 
20.6","1,898 
17.1"
"Bavaria","71,034 
653 
541","2,372 
18.1","2,681 
20.4"
"Berlin","16,615 
378 
453","1,687 
46.0","232 
6.3"
"Brandenburg","4,561 
78 
181","225 
8.9","169 
6.7"
"Bremen","2,805 
103 
412","337 
49.5","60 
8.8"
"Hamburg","8,544 
93 
463","500 
27.1","276 
14.9"
"Hesse","20,662 
307 
329","1,446 
23.0","557 
8.9"
"Mecklenburg-Western 
Pomerania","1,332 
28 
83","119 
7.4","20 
1.2"
"Lower Saxony","21,743 
287 
272","1,233 
15.4","694 
8.7"
"North Rhine-Westphalia","75,671 
1,056 
422","4,851 
27.0","1,894 
10.6"
"Rhineland-Palatinate","11,499 
191 
281","667 
16.3","256 
6.3"
"Saarland","3,499 
10 
355","140 
14.2","177 
17.9"
"Saxony","7,797 
118 
191","424 
10.4","243 
6.0"
"Saxony-Anhalt","2,815 
41 
128","129 
5.9","68 
3.1"
"Schleswig-Holstein","5,076 
44 
175","245 
8.4","162 
5.6"
"Thuringia","4,260 
19 
200","147 
6.9","191 
9.0"
"Total 
310,144 
4,058 
373 
16,813 
20.2 
9,578 
11.5","","",""
