"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-
Württemberg","110.633 
2.984 
997","14.909 
134,3","2.225 
20,0"
"Bayern","148.882 
4.177 
1.134","23.714 
180,7","3.081 
23,5"
"Berlin","45.106 
1.960 
1.229","7.003 
190,8","334 
9,1"
"Brandenburg","11.852 
369 
470","1.580 
62,7","230 
9,1"
"Bremen","7.803 
238 
1.145","1.184 
173,8","93 
13,7"
"Hamburg","18.914 
659 
1.024","2.104 
113,9","310 
16,8"
"Hessen","61.055 
1.684 
971","10.962 
174,3","836 
13,3"
"Mecklenburg-
Vorpommern","4.165 
255 
259","705 
43,8","36 
2,2"
"Niedersachsen","51.770 
1.603 
648","7.597 
95,0","882 
11,0"
"Nordrhein-
Westfalen","191.011 
5.873 
1.064","29.595 
164,9","2.581 
14,4"
"Rheinland-Pfalz","30.250 
1.292 
739","5.629 
137,5","352 
8,6"
"Saarland","9.452 
176 
958","1.366 
138,4","208 
21,1"
"Sachsen","31.538 
1.438 
775","5.922 
145,4","474 
11,6"
"Sachsen-Anhalt","7.641 
274 
348","1.266 
57,7","105 
4,8"
"Schleswig-Holstein","10.924 
209 
376","1.546 
53,2","213 
7,3"
"Thüringen","10.099 
351 
473","1.688 
79,1","240 
11,2"
"Gesamt","751.095 
23.542 
903","116.770 
140,4","12.200 
14,7"
