"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-
Württemberg**","274.829 
2.033 
2.476","13.164 
119","6.111 
55,1"
"Bayern**","375.137 
269 
2.858","17.121 
130","8.697 
66,3"
"Berlin","112.511 
249 
3.066","5.889 
160","1.833 
50,0"
"Brandenburg*","57.264 
428 
2.271","5.196 
206","1.605 
63,6"
"Bremen","14.943 
43 
2.194","590 
87","232 
34,1"
"Hamburg","42.814 
87 
2.318","1.813 
98","906 
49,0"
"Hessen","158.968 
424 
2.528","8.130 
129","3.964 
63,0"
"Mecklenburg-
Vorpommern","16.742 
128 
1.041","1.953 
121","308 
19,2"
"Niedersachsen","128.826 
811 
1.612","7.788 
97","2.634 
33,0"
"Nordrhein-
Westfalen","451.898 
1.177 
2.518","21.710 
121","9.123 
50,8"
"Rheinland-Pfalz**","84.641 
2 
2.067","3.970 
97","2.048 
50,0"
"Saarland**","23.146 
14 
2.345","1.062 
108","611 
61,9"
"Sachsen","166.993 
421 
4.101","9.974 
245","5.104 
125,3"
"Sachsen-Anhalt","43.182 
502 
1.967","5.001 
228","1.166 
53,1"
"Schleswig-Holstein","31.171 
215 
1.073","2.575 
89","652 
22,5"
"Thüringen","57.594 
338 
2.700","5.849 
274","1.639 
76,8"
"Gesamt","2.040.659 
7.141 
2.454","111.785 
134","46.633 
56,1"
