"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","3,049 
817 
13,486 
121.5 
2,072 
18.7 
90,734","",""
"Bavaria","119,505 
3,636 
911 
19,118 
145.7 
2,851 
21.7","",""
"Berlin","35,971 
1,148 
980 
5,959 
162.4 
272 
7.4","",""
"Brandenburg","9,062 
301 
359 
1,412 
56.0 
204 
8.1","",""
"Bremen","6,365 
257 
934 
1,478 
217.0 
80 
11.7","",""
"Hamburg","15,132 
388 
819 
1,844 
99.8 
296 
16.0","",""
"Hesse","47,477 
1,658 
755 
9,553 
151.9 
710 
11.3","",""
"Mecklenburg- 
Western Pomerania","3,271 
195 
203 
762 
47.4 
23 
1.4","",""
"Lower Saxony","41,209 
1,245 
516 
7,055 
88.3 
791 
9.9","",""
"North Rhine-Westphalia","153,766 
5,067 
857 
30,208 
168.3 
2,267 
12.6","",""
"Rhineland-Palatinate","23,391 
925 
571 
4,585 
112.0 
307 
7.5","",""
"Saarland","7,564 
251 
766 
1,455 
147.4 
195 
19.8","",""
"Saxony","21,119 
979 
519 
4,288 
105.3 
365 
9.0","",""
"Saxony-Anhalt","5,897 
315 
269 
1,144 
52.1 
88 
4.0","",""
"Schleswig-Holstein","9,096 
263 
313 
1,575 
54.2 
192 
6.6","",""
"Thuringia","8,024 
313 
376 
1,520 
71.2 
217 
10.2","",""
"Total","597,583 
19,990 
719 
105,442 
126.8 
10,930 
13.1","",""
