"0","1","2","3"
"7-day 
Cases in 
Total 
Number 
Number of 
Cases/ 
incidence 
Number 
the last 
Federal State 
number 
of new 
deaths/ 
per 100,000 
of deaths 
100,000 pop. 
of cases 
cases 
100,000 pop. 
7 days 
pop.","","",""
"Baden-Wuerttemberg","42,119 
177 
380","1,543 
13.9","1,866 
16.9"
"Bavaria","57,485 
266 
440","1,839 
14.1","2,640 
20.2"
"Berlin","11,266 
77 
301","435 
11.6","226 
6.0"
"Brandenburg","3,871 
1 
154","50 
2.0","169 
6.7"
"Bremen","2,002 
9 
293","90 
13.2","56 
8.2"
"Hamburg","6,262 
12 
340","140 
7.6","266 
14.4"
"Hesse","15,596 
165 
249","725 
11.6","532 
8.5"
"Mecklenburg-Western  
Pomerania","1,008 
0 
63","11 
0.7","20 
1.2"
"Lower Saxony","16,795 
54 
210","481 
6.0","661 
8.3"
"North Rhine-
Westphalia","59,023 
336 
329","1,651 
9.2","1,812 
10.1"
"Rhineland-Palatinate","9,105 
52 
223","359 
8.8","243 
5.9"
"Saarland","3,151 
-3 
318","67 
6.8","174 
17.6"
"Saxony","5,990 
37 
147","137 
3.4","226 
5.5"
"Saxony-Anhalt","2,244 
10 
102","48 
2.2","65 
2.9"
"Schleswig-Holstein","4,045 
16 
140","112 
3.9","160 
5.5"
"Thuringia","3,637 
9 
170","68 
3.2","186 
8.7"
"Total 
243,599 
1,218 
293 
7,756 
9.3 
9,302 
11.2","","",""
