"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","38.512 
32 
348","606 
5,5","1.859 
16,8"
"Bayern","52.984 
96 
405","1048 
8,0","2.631 
20,1"
"Berlin","10.253 
15 
274","531 
14,2","224 
6,0"
"Brandenburg","3.703 
6 
147","56 
2,2","169 
6,7"
"Bremen","1.845 
4 
270","41 
6,0","56 
8,2"
"Hamburg","5.887 
9 
320","160 
8,7","264 
14,3"
"Hessen","13.486 
53 
215","734 
11,7","526 
8,4"
"Mecklenburg-
Vorpommern","973 
1 
60","32 
2,0","20 
1,2"
"Niedersachsen","15.428 
44 
193","412 
5,2","656 
8,2"
"Nordrhein-
Westfalen","54.653 
263 
305","2694 
15,0","1.778 
9,9"
"Rheinland-
Pfalz","8.148 
27 
199","306 
7,5","242 
5,9"
"Saarland*","3.000 
0 
303","68 
6,9","174 
17,6"
"Sachsen","5.731 
1 
141","75 
1,8","225 
5,5"
"Sachsen-
Anhalt*","2.123 
0 
96","56 
2,5","64 
2,9"
"Schleswig-
Holstein","3.790 
8 
131","192 
6,6","158 
5,5"
"Thüringen","3.498 
2 
163","70 
3,3","186 
8,7"
"Gesamt","224.014 
561 
269","7081 
8,5","9.232 
11,1"
