"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
 
Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","501.166","126","4.515","564","5,1","10.286","93"
"Bayern","648.230","174","4.939","716","5,5","15.278","116"
"Berlin","180.378","56","4.916","206","5,6","3.562","97"
"Brandenburg","108.745","19","4.312","66","2,6","3.811","151"
"Bremen","27.500","18","4.037","59","8,7","488","72"
"Hamburg","77.514","38","4.196","149","8,1","1.597","86"
"Hessen","291.328","110","4.633","512","8,1","7.546","120"
"Mecklenburg-
Vorpommern","44.163","-1","2.746","19","1,2","1.161","72"
"Niedersachsen","261.340","92","3.269","331","4,1","5.788","72"
"Nordrhein-Westfalen","817.174","227","4.553","1.036","5,8","17.185","96"
"Rheinland-Pfalz","155.429","69","3.797","253","6,2","3.894","95"
"Saarland","41.577","22","4.213","70","7,1","1.027","104"
"Sachsen","285.947","16","7.022","60","1,5","10.092","248"
"Sachsen-Anhalt","99.255","4","4.522","23","1,0","3.428","156"
"Schleswig-Holstein","63.985","6","2.204","95","3,3","1.623","56"
"Thüringen","128.818","9","6.038","69","3,2","4.344","204"
"Gesamt","3.732.549","985","4.488","4.228","5,1","91.110","110"
