"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","927 
2.784 
309.004","4.565 
41","7.895 
71,1"
"Bayern","425.826 
1.292 
3.244","7.173 
55","12.042 
91,8"
"Berlin","126.201 
475 
3.439","1.862 
51","2.702 
73,6"
"Brandenburg","74.358 
293 
2.948","1.673 
66","2.893 
114,7"
"Bremen *","17.170 
0 
2.521","376 
55","317 
46,5"
"Hamburg","49.747 
194 
2.693","1.109 
60","1.210 
65,5"
"Hessen","183.111 
726 
2.912","3.556 
57","5.633 
89,6"
"Mecklenburg-
Vorpommern","23.020 
198 
1.431","1.045 
65","680 
42,3"
"Niedersachsen","156.578 
738 
1.959","4.581 
57","4.009 
50,2"
"Nordrhein-
Westfalen","517.037 
2.090 
2.881","10.411 
58","12.520 
69,8"
"Rheinland-Pfalz","99.205 
446 
2.423","1.931 
47","2.962 
72,4"
"Saarland","27.938 
88 
2.831","510 
52","840 
85,1"
"Sachsen","189.534 
578 
4.655","2.686 
66","7.351 
180,5"
"Sachsen-Anhalt","57.805 
326 
2.634","1.871 
85","2.253 
102,7"
"Schleswig-Holstein","40.537 
264 
1.396","1.427 
49","1.197 
41,2"
"Thüringen","72.648 
478 
3.405","2.490 
117","2.702 
126,7"
"Gesamt","2.369.719 
9.113 
2.849","47.266 
57","67.206 
80,8"
