"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","68,482 
1,644 
617 
8,352 
75.2 
1,970 
17.7","",""
"Bavaria","89,986 
1667 
686 
10,446 
79.6 
2,742 
20.9","",""
"Berlin","25,790 
416 
703 
4,389 
119.6 
249 
6.8","",""
"Brandenburg","6,463 
154 
256 
887 
35.2 
184 
7.3","",""
"Bremen","4,342 
190 
637 
783 
114.9 
64 
9.4","",""
"Hamburg","11,346 
303 
614 
1,312 
71.0 
283 
15.3","",""
"Hesse","32,227 
1,099 
513 
6,544 
104.1 
609 
9.7","",""
"Mecklenburg-Western 
Pomerania","2,133 
77 
133 
431 
26.8 
21 
1.3","",""
"Lower Saxony","29,640 
539 
371 
3,552 
44.4 
729 
9.1","",""
"North Rhine-Westphalia","107,759 
3,142 
600 
17,224 
96.0 
2,017 
11.2","",""
"Rhineland-Palatinate","16,118 
337 
394 
2,377 
58.1 
268 
6.5","",""
"Saarland","5,289 
281 
536 
895 
90.7 
178 
18.0","",""
"Saxony","13,237 
784 
325 
2,662 
65.4 
278 
6.8","",""
"Saxony-Anhalt","3,905 
145 
178 
623 
28.4 
74 
3.4","",""
"Schleswig-Holstein","6,662 
142 
229 
974 
33.5 
164 
5.6","",""
"Thuringia","5,802 
256 
272 
878 
41.2 
202 
9.5","",""
"Total","429,181 
11,176 
516 
62,329 
74.9 
10,032 
12.1","",""
