"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","495.712","220","4.466","3.113","28","10.030","90"
"Bayern","642.668","163","4.897","3.095","24","15.036","115"
"Berlin","179.225","104","4.884","887","24","3.510","96"
"Brandenburg","108.575","15","4.305","326","13","3.746","149"
"Bremen","27.247","0","4.000","159","23","475","70"
"Hamburg","76.624","26","4.148","309","17","1.573","85"
"Hessen","288.337","14","4.585","1.654","26","7.402","118"
"Mecklenburg-
Vorpommern","43.997","7","2.736","140","9","1.129","70"
"Niedersachsen","259.530","71","3.247","1.258","16","5.676","71"
"Nordrhein-Westfalen","810.456","370","4.516","4.674","26","16.894","94"
"Rheinland-Pfalz","153.880","92","3.759","991","24","3.759","92"
"Saarland","41.057","12","4.160","281","28","1.014","103"
"Sachsen","284.910","26","6.997","893","22","9.901","243"
"Sachsen-Anhalt","98.877","10","4.505","380","17","3.373","154"
"Schleswig-Holstein","63.407","23","2.184","319","11","1.606","55"
"Thüringen","128.186","51","6.009","583","27","4.260","200"
"Gesamt","3.702.688","1.204","4.452","19.062","23","89.384","107"
