"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","332.487 
658 
2.995","8.474 
76","8.420 
75,9"
"Bayern","458.977 
1.065 
3.497","11.598 
88","12.825 
97,7"
"Berlin","134.743 
208 
3.672","2.719 
74","2.933 
79,9"
"Brandenburg","80.226 
140 
3.181","2.041 
81","3.150 
124,9"
"Bremen","19.002 
66 
2.789","508 
75","378 
55,5"
"Hamburg","54.998 
194 
2.977","1.495 
81","1.332 
72,1"
"Hessen","198.778 
442 
3.161","5.531 
88","6.039 
96,0"
"Mecklenburg-
Vorpommern","26.758 
64 
1.664","1.048 
65","806 
50,1"
"Niedersachsen","176.602 
1.096 
2.209","6.095 
76","4.598 
57,5"
"Nordrhein-
Westfalen","559.738 
1.141 
3.119","14.565 
81","13.672 
76,2"
"Rheinland-Pfalz","106.701 
345 
2.606","2.312 
56","3.212 
78,5"
"Saarland","30.115 
34 
3.052","558 
57","911 
92,3"
"Sachsen","203.159 
469 
4.989","4.597 
113","8.117 
199,3"
"Sachsen-Anhalt","65.190 
294 
2.970","2.366 
108","2.579 
117,5"
"Schleswig-Holstein","45.308 
88 
1.560","1.478 
51","1.375 
47,4"
"Thüringen","83.067 
300 
3.894","3.587 
168","3.071 
144,0"
"Gesamt","2.575.849 
6.604 
3.097","68.972 
83","73.418 
88,3"
