"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","443.007","5.032","3.991","20.682","186","9.340","84"
"Bayern","592.904","3.430","4.517","20.277","154","14.145","108"
"Berlin","167.839","742","4.574","4.626","126","3.209","87"
"Brandenburg","101.949","534","4.043","2.872","114","3.560","141"
"Bremen","25.150","147","3.692","945","139","453","67"
"Hamburg","71.632","401","3.878","1.723","93","1.488","81"
"Hessen","262.327","1.737","4.172","10.469","166","6.862","109"
"Mecklenburg-
Vorpommern","39.956","295","2.485","1.990","124","995","62"
"Niedersachsen","237.387","1.779","2.970","8.527","107","5.302","66"
"Nordrhein-Westfalen","735.731","5.645","4.099","29.931","167","15.509","86"
"Rheinland-Pfalz","139.727","986","3.413","5.422","132","3.553","87"
"Saarland","37.234","255","3.773","1.428","145","959","97"
"Sachsen","261.884","1.498","6.431","8.580","211","9.068","223"
"Sachsen-Anhalt","90.409","828","4.119","3.798","173","3.086","141"
"Schleswig-Holstein","58.542","271","2.016","1.855","64","1.508","52"
"Thüringen","115.919","749","5.434","4.479","210","3.813","179"
"Gesamt","3.381.597","24.329","4.066","127.604","153","82.850","100"
