"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","492.519","264","4.437","4.754","43","9.969","90"
"Bayern","639.447","202","4.872","4.666","36","14.953","114"
"Berlin","178.360","142","4.861","1.232","34","3.485","95"
"Brandenburg","108.233","13","4.292","464","18","3.730","148"
"Bremen","27.093","9","3.977","214","31","475","70"
"Hamburg","76.229","21","4.127","371","20","1.563","85"
"Hessen","286.701","115","4.559","2.674","43","7.343","117"
"Mecklenburg-
Vorpommern","43.851","11","2.727","233","14","1.122","70"
"Niedersachsen","258.203","131","3.230","1.920","24","5.622","70"
"Nordrhein-Westfalen","805.681","444","4.489","7.164","40","16.764","93"
"Rheinland-Pfalz","152.840","123","3.733","1.323","32","3.731","91"
"Saarland","40.774","50","4.132","346","35","1.009","102"
"Sachsen","283.823","66","6.970","1.735","43","9.694","238"
"Sachsen-Anhalt","98.458","53","4.486","643","29","3.323","151"
"Schleswig-Holstein","63.100","44","2.173","495","17","1.595","55"
"Thüringen","127.599","97","5.981","1.014","48","4.217","198"
"Gesamt","3.682.911","1.785","4.428","29.248","35","88.595","107"
