"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","284.407 
1.487 
2.562","10.020 
90","6.618 
59,6"
"Bayern","389.998 
2.135 
2.971","14.250 
109","9.642 
73,5"
"Berlin","116.582 
463 
3.177","4.028 
110","2.039 
55,6"
"Brandenburg*","63.068 
255 
2.501","4.221 
167","1.908 
75,7"
"Bremen","15.402 
76 
2.261","512 
75","251 
36,8"
"Hamburg","44.453 
204 
2.406","1.514 
82","987 
53,4"
"Hessen","165.873 
929 
2.638","7.093 
113","4.388 
69,8"
"Mecklenburg-
Vorpommern","18.349 
241 
1.141","1.710 
106","363 
22,6"
"Niedersachsen","135.765 
838 
1.698","6.846 
86","2.964 
37,1"
"Nordrhein-
Westfalen","470.082 
2.611 
2.619","18.824 
105","9.941 
55,4"
"Rheinland-Pfalz","88.977 
365 
2.173","3.938 
96","2.279 
55,7"
"Saarland","24.249 
181 
2.457","1.101 
112","686 
69,5"
"Sachsen","174.186 
914 
4.278","6.807 
167","5.722 
140,5"
"Sachsen-Anhalt","47.925 
473 
2.184","4.340 
198","1.425 
64,9"
"Schleswig-Holstein","33.722 
477 
1.161","2.794 
96","744 
25,6"
"Thüringen","61.898 
608 
2.901","4.429 
208","1.913 
89,7"
"Gesamt","2.134.936 
12.257 
2.567","92.427 
111","51.870 
62,4"
