"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","45,755 
432 
413","1,456 
13.2","1,868 
16.9"
"Bavaria","62,809 
408 
480","2,275 
17.4","2.647 
20.2"
"Berlin","12,463 
109 
333","538 
14.4","227 
6.1"
"Brandenburg","4,033 
17 
161","65 
2.6","169 
6.7"
"Bremen","2,159 
22 
316","71 
10.4","59 
8.6"
"Hamburg","6,917 
71 
376","267 
14.5","268 
14.6"
"Hesse","17,084 
99 
273","685 
10.9","542 
8.7"
"Mecklenburg-Western 
Pomerania","1,074 
10 
67","33 
2.1","20 
1.2"
"Lower Saxony","18,160 
137 
227","620 
7.8","667 
8.4"
"North Rhine-Westphalia","63,155 
430 
352","2,199 
12.3","1,837 
10.2"
"Rhineland-Palatinate","9,859 
64 
241","341 
8.3","247 
6.0"
"Saarland*","3,240 
6 
327","45 
4.5","175 
17.7"
"Saxony","6,467 
37 
159","236 
5.8","226 
5.5"
"Saxony-Anhalt","2,366 
7 
107","58 
2.6","66 
3.0"
"Schleswig-Holstein","4,288 
33 
148","116 
4.0","161 
5.6"
"Thuringia","3,834 
19 
179","123 
5.7","189 
8.8"
"Total 
263,663 
1,901 
317 
9,128 
11.0 
9,368 
11.3","","",""
