"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","83.594 
1.260 
753","12.913 
116,3","2.031 
18,3"
"Bayern","109.349 
2.305 
833","17.074 
130,1","2.809 
21,4"
"Berlin","32.593 
362 
888","6.040 
164,6","261 
7,1"
"Brandenburg","8.326 
238 
330","1.495 
59,3","197 
7,8"
"Bremen","5.673 
151 
833","1.290 
189,4","73 
10,7"
"Hamburg","14.036 
283 
760","1.932 
104,6","288 
15,6"
"Hessen","43.379 
1.307 
690","10.113 
160,8","663 
10,5"
"Mecklenburg-
Vorpommern","2.918 
53 
181","734 
45,6","23 
1,4"
"Niedersachsen","37.919 
970 
474","6.830 
85,4","762 
9,5"
"Nordrhein-Westfalen","139.485 
3.369 
777","27.246 
151,8","2.154 
12,0"
"Rheinland-Pfalz","20.962 
388 
512","4.047 
98,9","287 
7,0"
"Saarland","7.029 
289 
712","1.584 
160,5","192 
19,5"
"Sachsen","18.747 
773 
460","4.463 
109,6","324 
8,0"
"Sachsen-Anhalt","5.323 
119 
243","1.156 
52,7","81 
3,7"
"Schleswig-Holstein","8.456 
163 
291","1.646 
56,7","177 
6,1"
"Thüringen","7.238 
67 
339","1.310 
61,4","208 
9,7"
"Gesamt","545.027 
12.097 
655","99.873 
120,1","10.530 
12,7"
