"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","498.142","329","4.488","2.818","25","10.074","91"
"Bayern","644.999","269","4.914","2.707","21","15.099","115"
"Berlin","179.670","17","4.896","566","15","3.517","96"
"Brandenburg","108.641","28","4.308","178","7","3.755","149"
"Bremen","27.341","11","4.014","105","15","478","70"
"Hamburg","76.876","49","4.162","276","15","1.580","86"
"Hessen","289.484","139","4.604","1.305","21","7.436","118"
"Mecklenburg-
Vorpommern","44.068","10","2.740","79","5","1.145","71"
"Niedersachsen","260.206","86","3.255","791","10","5.699","71"
"Nordrhein-Westfalen","813.246","331","4.531","3.384","19","16.981","95"
"Rheinland-Pfalz","154.441","49","3.772","707","17","3.783","92"
"Saarland","41.260","31","4.181","209","21","1.016","103"
"Sachsen","285.412","50","7.009","489","12","9.974","245"
"Sachsen-Anhalt","99.071","16","4.514","162","7","3.399","155"
"Schleswig-Holstein","63.634","33","2.191","266","9","1.613","56"
"Thüringen","128.478","41","6.022","341","16","4.285","201"
"Gesamt","3.714.969","1.489","4.467","14.383","17","89.834","108"
