"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","314,625 
1,107 
2,834","5,420 
49","8,042 
72.4"
"Bavaria","433,804 
1,440 
3,305","7,810 
60","12,329 
93.9"
"Berlin","128,234 
304 
3,495","1,926 
52","2,797 
76.2"
"Brandenburg","75,982 
333 
3,013","1,621 
64","2,977 
118.0"
"Bremen","17,790 
85 
2,612","531 
78","333 
48.9"
"Hamburg","51,262 
343 
2,775","1,351 
73","1,257 
68.0"
"Hesse","187,011 
723 
2,974","3,846 
61","5,801 
92.3"
"Mecklenburg- 
Western Pomerania","24,130 
192 
1,500","1,029 
64","727 
45.2"
"Lower Saxony","162,668 
1,025 
2,035","5,208 
65","4,270 
53.4"
"North Rhine-Westphalia","528,690 
1,995 
2,946","11,469 
64","12,958 
72.2"
"Rhineland-Palatinate","101,435 
426 
2,478","2,167 
53","3,070 
75.0"
"Saarland *","28,666 
141 
2,905","651 
66","865 
87.6"
"Saxony","193,105 
706 
4,742","3,067 
75","7,613 
187.0"
"Saxony-Anhalt","59,863 
383 
2,728","1,877 
86","2,381 
108.5"
"Schleswig-Holstein","41,989 
250 
1,446","1,476 
51","1,272 
43.8"
"Thuringia","75,430 
544 
3,536","2,585 
121","2,827 
132.5"
"Total","2,424,684 
9,997 
2,915","52,034 
63","69,519 
83.6"
