"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","377.076","3.112","3.397","11.226","101","8.831","79,6"
"Bayern","517.336","3.863","3.942","15.622","119","13.418","102,2"
"Berlin","150.374","545","4.098","3.283","89","3.097","84,4"
"Brandenburg","90.999","551","3.608","2.440","97","3.358","133,2"
"Bremen","21.685","135","3.183","677","99","414","60,8"
"Hamburg","63.815","306","3.455","1.987","108","1.404","76,0"
"Hessen","227.581","1.550","3.619","7.077","113","6.441","102,4"
"Mecklenburg-
Vorpommern","32.325","430","2.010","1.415","88","887","55,2"
"Niedersachsen","205.087","1.249","2.566","6.131","77","4.962","62,1"
"Nordrhein-Westfalen","633.940","4.120","3.532","19.177","107","14.462","80,6"
"Rheinland-Pfalz","120.866","735","2.952","3.678","90","3.362","82,1"
"Saarland","32.748","248","3.318","776","79","931","94,3"
"Sachsen","229.427","1.565","5.634","5.822","143","8.475","208,1"
"Sachsen-Anhalt","76.379","515","3.480","2.914","133","2.773","126,3"
"Schleswig-Holstein","51.864","428","1.786","1.841","63","1.448","49,9"
"Thüringen","99.350","1.055","4.657","3.862","181","3.444","161,4"
"Gesamt","2.930.852","20.407","3.524","87.928","106","77.707","93,4"
