"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","303,333 
1,223 
2,733","6,237 
56","7,592 
68.4"
"Bavaria","416,786 
1,510 
3,176","8,342 
64","11,470 
87.4"
"Berlin","123,649 
457 
3,370","2,063 
56","2,551 
69.5"
"Brandenburg","72,195 
536 
2,863","1,992 
79","2,749 
109.0"
"Bremen","16,717 
99 
2,454","453 
67","305 
44.8"
"Hamburg","48,265 
220 
2,613","1,073 
58","1,167 
63.2"
"Hesse","178,780 
792 
2,843","4,137 
66","5,362 
85.3"
"Mecklenburg- 
Western Pomerania","21,761 
205 
1,353","1,140 
71","603 
37.5"
"Lower Saxony","150,430 
1,083 
1,882","4,710 
59","3,716 
46.5"
"North Rhine-Westphalia","504,650 
1,884 
2,812","11,252 
63","11,895 
66.3"
"Rhineland-Palatinate","96,761 
390 
2,364","2,262 
55","2,826 
69.0"
"Saarland","27,182 
98 
2,754","834 
85","803 
81.4"
"Saxony","186,000 
796 
4,568","3,034 
75","6,999 
171.9"
"Saxony-Anhalt","55,449 
287 
2,526","1,848 
84","2,050 
93.4"
"Schleswig-Holstein","38,778 
334 
1,335","1,750 
60","1,083 
37.3"
"Thuringia","69,497 
323 
3,258","2,253 
106","2,464 
115.5"
"Total","2,310,233 
10,237 
2,778","53,380 
64","63,635 
76.5"
