"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","43.423 
164 
392","1.438 
13,0","1.865 
16,8"
"Bayern","59.014 
322 
451","1.719 
13,1","2.642 
20,2"
"Berlin","11.703 
80 
312","493 
13,2","226 
6,0"
"Brandenburg","3.927 
4 
156","49 
2,0","169 
6,7"
"Bremen","2.067 
11 
303","78 
11,4","58 
8,5"
"Hamburg","6.486 
35 
352","204 
11,1","267 
14,5"
"Hessen","16.098 
120 
257","658 
10,5","535 
8,5"
"Mecklenburg-
Vorpommern","1.023 
0 
64","16 
1,0","20 
1,2"
"Niedersachsen","17.236 
26 
216","461 
5,8","665 
8,3"
"Nordrhein-Westfalen","60.257 
172 
336","1.569 
8,7","1.823 
10,2"
"Rheinland-Pfalz","9.324 
19 
228","254 
6,2","243 
5,9"
"Saarland","3.197 
8 
323","45 
4,5","174 
17,6"
"Sachsen","6.147 
9 
151","179 
4,4","225 
5,5"
"Sachsen-Anhalt","2.281 
7 
103","41 
1,9","66 
3,0"
"Schleswig-Holstein","4.120 
5 
142","96 
3,3","161 
5,6"
"Thüringen","3.682 
6 
172","52 
2,4","186 
8,7"
"Gesamt","249.985 
988 
301","7.352 
8,8","9.325 
11,2"
