"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Cases/ 
Cases in 
Number of 
Number of 
incidence/ 
Number of 
Federal State 
number of 
100,000 
the last 
deaths/ 
new cases* 
100,000 
deaths 
cases 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","262,509 
1,022 
2,365","15,381 
139","5,665 
51.0"
"Bavaria","358,804 
1,882 
2,734","20,840 
159","8,053 
61.4"
"Berlin","107,226 
1,036 
2,922","6,873 
187","1,591 
43.4"
"Brandenburg","51,521 
1,341 
2,043","6,519 
258","1,335 
52.9"
"Bremen","14,383 
18 
2,111","588 
86","225 
33.0"
"Hamburg","40,960 
273 
2,217","2,347 
127","820 
44.4"
"Hesse","151,293 
503 
2,406","9,887 
157","3,588 
57.1"
"Mecklenburg- 
Western Pomerania","14,882 
125 
925","2,074 
129","254 
15.8"
"Lower Saxony","121,103 
469 
1,515","9,146 
114","2,386 
29.8"
"North Rhine-Westphalia","431,807 
2,301 
2,406","26,667 
149","8,181 
45.6"
"Rhineland-Palatinate","81,039 
590 
1,980","5,709 
139","1,838 
44.9"
"Saarland","22,142 
242 
2,244","1,819 
184","555 
56.2"
"Saxony","156,677 
1,050 
3,848","13,921 
342","4,196 
103.0"
"Saxony-Anhalt","38,320 
1,020 
1,746","5,216 
238","912 
41.6"
"Schleswig-Holstein","28,845 
221 
993","2,853 
98","569 
19.6"
"Thuringia","52,315 
709 
2,452","6,948 
326","1,409 
66.0"
"Total","1,933,826 
12,802 
2,325","136,788 
164","41,577 
50.0"
