"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","49.421 
213 
446","1.616 
14,6","1.885 
17,0"
"Bayern","67.996 
233 
520","2.025 
15,5","2.664 
20,4"
"Berlin","14.500 
173 
387","995 
26,5","228 
6,1"
"Brandenburg","4.258 
7 
170","110 
4,4","169 
6,7"
"Bremen","2.435 
50 
357","188 
27,5","59 
8,6"
"Hamburg","7.837 
87 
426","427 
23,2","270 
14,7"
"Hessen","18.945 
157 
302","1.042 
16,6","551 
8,8"
"Mecklenburg-
Vorpommern","1.180 
12 
73","45 
2,8","20 
1,2"
"Niedersachsen","20.162 
136 
253","872 
10,9","684 
8,6"
"Nordrhein-Westfalen","69.822 
538 
389","3.468 
19,3","1.872 
10,4"
"Rheinland-Pfalz","10.698 
68 
262","447 
10,9","254 
6,2"
"Saarland*","3.297 
0 
333","37 
3,7","177 
17,9"
"Sachsen","7.202 
51 
177","318 
7,8","234 
5,7"
"Sachsen-Anhalt","2.619 
6 
119","123 
5,6","68 
3,1"
"Schleswig-Holstein","4.772 
48 
165","267 
9,2","162 
5,6"
"Thüringen","4.075 
19 
190","85 
4,0","191 
8,9"
"Gesamt","289.219 
1.798 
348","12.065 
14,5","9.488 
11,4"
