"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg*","136,892 
3,203 
1,233","14,612 
132","2,530 
22.8"
"Bavaria","188,809 
3,006 
1,439","22,767 
173","3,553 
27.1"
"Berlin","58,924 
1,615 
1,606","7,167 
195","492 
13.4"
"Brandenburg","16,316 
449 
647","2,222 
88","293 
11.6"
"Bremen","9,449 
142 
1,387","989 
145","113 
16.6"
"Hamburg","23,331 
392 
1,263","1,827 
99","347 
18.8"
"Hesse","79,260 
1,363 
1,260","10,167 
162","1,111 
17.7"
"Mecklenburg- 
Western Pomerania","5,388 
141 
335","754 
47","55 
3.4"
"Lower Saxony","65,708 
1,204 
822","7,334 
92","1,052 
13.2"
"North Rhine-Westphalia","240,962 
4,156 
1,343","28,319 
158","3,126 
17.4"
"Rhineland-Palatinate","39,969 
694 
976","5,503 
134","452 
11.0"
"Saarland","11,686 
125 
1,184","1,042 
106","248 
25.1"
"Saxony","46,282 
1,355 
1,137","7,610 
187","710 
17.4"
"Saxony-Anhalt","10,416 
85 
475","1,556 
71","129 
5.9"
"Schleswig-Holstein","13,307 
251 
458","1,365 
47","241 
8.3"
"Thuringia","14,621 
452 
685","2,863 
134","319 
15.0"
"Total","961,320 
18,633 
1,156","116,097 
140","14,771 
17.8"
