"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","61.694 
973 
556","5.419 
48,8","1.946 
17,5"
"Bayern","82.102 
1222 
626","7.213 
55,0","2.726 
20,8"
"Berlin","22.727 
822 
619","3.399 
92,6","243 
6,6"
"Brandenburg","5.670 
96 
225","577 
22,9","175 
6,9"
"Bremen","3.725 
95 
547","563 
82,6","63 
9,2"
"Hamburg","10.207 
204 
553","852 
46,1","281 
15,2"
"Hessen","27.307 
749 
434","4.395 
69,9","590 
9,4"
"Mecklenburg-
Vorpommern","1.790 
71 
111","283 
17,6","21 
1,3"
"Niedersachsen","26.611 
255 
333","2.573 
32,2","719 
9,0"
"Nordrhein-Westfalen","94.883 
2189 
529","12.027 
67,0","1.970 
11,0"
"Rheinland-Pfalz","14.199 
242 
347","1.624 
39,7","265 
6,5"
"Saarland","4.467 
30 
453","577 
58,5","177 
17,9"
"Sachsen","10.906 
386 
268","1.704 
41,8","264 
6,5"
"Sachsen-Anhalt","3.387 
53 
154","366 
16,7","71 
3,2"
"Schleswig-Holstein","5.989 
110 
206","597 
20,6","163 
5,6"
"Thüringen","5.098 
98 
239","520 
24,4","201 
9,4"
"Gesamt","380.762 
7.595 
458","42.689 
51,3","9.875 
11,9"
