"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","301.091 
398 
2.712","6.615 
60","7.509 
67,6"
"Bayern","414.332 
469 
3.157","9.801 
75","11.226 
85,5"
"Berlin","122.890 
284 
3.349","2.274 
62","2.486 
67,7"
"Brandenburg","71.303 
268 
2.827","2.204 
87","2.668 
105,8"
"Bremen","16.569 
26 
2.432","542 
80","293 
43,0"
"Hamburg","47.884 
186 
2.592","1.148 
62","1.148 
62,1"
"Hessen","177.331 
204 
2.820","4.840 
77","5.229 
83,2"
"Mecklenburg-
Vorpommern","21.351 
63 
1.328","1.322 
82","579 
36,0"
"Niedersachsen","148.877 
297 
1.862","5.384 
67","3.635 
45,5"
"Nordrhein-
Westfalen*","500.500 
232 
2.789","12.057 
67","11.595 
64,6"
"Rheinland-Pfalz","96.076 
349 
2.347","2.581 
63","2.764 
67,5"
"Saarland","26.952 
32 
2.731","1.081 
110","787 
79,7"
"Sachsen","184.880 
89 
4.540","3.716 
91","6.816 
167,4"
"Sachsen-Anhalt","54.897 
115 
2.501","2.328 
106","1.990 
90,7"
"Schleswig-Holstein","38.136 
151 
1.313","1.807 
62","1.038 
35,7"
"Thüringen","68.855 
216 
3.228","2.877 
135","2.393 
112,2"
"Gesamt","2.291.924 
3.379 
2.756","60.577 
73","62.156 
74,7"
