"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 04 
Meldewoche 05 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","8.554 
77","6.845 
62","-1.709 
-20%"
"Bayern","12.385 
94","10.225 
78","-2.160 
-17%"
"Berlin","3.211 
88","2.680 
73","-531 
-17%"
"Brandenburg","3.317 
132","2.312 
92","-1.005 
-30%"
"Bremen","564 
83","570 
84","6 
+1%"
"Hamburg","1.598 
87","1.338 
72","-260 
-16%"
"Hessen","5.838 
93","5.049 
80","-789 
-14%"
"Mecklenburg-Vorpommern","1.459 
91","1.357 
84","-102 
-7%"
"Niedersachsen","6.330 
79","5.716 
72","-614 
-10%"
"Nordrhein-Westfalen","15.714 
88","13.023 
73","-2.691 
-17%"
"Rheinland-Pfalz","3.509 
86","2.673 
65","-836 
-24%"
"Saarland","1.249 
127","1.122 
114","-127 
-10%"
"Sachsen","5.311 
130","4.164 
102","-1.147 
-22%"
"Sachsen-Anhalt","3.646 
166","2.552 
116","-1.094 
-30%"
"Schleswig-Holstein","2.345 
81","1.802 
62","-543 
-23%"
"Thüringen","3.485 
163","3.012 
141","-473 
-14%"
"Gesamt 
78.515 
94 
64.440 
77 
-14.075 
-18%","","",""
