"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","495.492","117","4.464","3.253","29","10.017","90"
"Bayern","642.505","297","4.895","3.233","25","15.016","114"
"Berlin","179.121","7","4.881","971","26","3.506","96"
"Brandenburg","108.560","26","4.305","329","13","3.744","148"
"Bremen","27.247","9","4.000","169","25","475","70"
"Hamburg","76.598","21","4.147","354","19","1.572","85"
"Hessen","288.323","65","4.585","1.774","28","7.400","118"
"Mecklenburg-
Vorpommern","43.990","11","2.735","139","9","1.126","70"
"Niedersachsen","259.459","54","3.246","1.365","17","5.663","71"
"Nordrhein-Westfalen","810.086","270","4.514","4.894","27","16.861","94"
"Rheinland-Pfalz","153.788","81","3.757","1.007","25","3.753","92"
"Saarland","41.045","14","4.159","294","30","1.012","103"
"Sachsen","284.884","78","6.996","1.037","25","9.866","242"
"Sachsen-Anhalt","98.867","31","4.505","417","19","3.371","154"
"Schleswig-Holstein","63.384","22","2.183","345","12","1.604","55"
"Thüringen","128.135","14","6.006","620","29","4.258","200"
"Gesamt","3.701.484","1.117","4.451","20.201","24","89.244","107"
