"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","501.467","180","4.518","625","5,6","10.312","93"
"Bayern","648.569","152","4.942","812","6,2","15.289","116"
"Berlin","180.493","64","4.919","254","6,9","3.563","97"
"Brandenburg","108.776","18","4.313","74","2,9","3.811","151"
"Bremen","27.527","26","4.041","67","9,8","488","72"
"Hamburg","77.580","38","4.200","160","8,7","1.598","87"
"Hessen","291.541","101","4.636","534","8,5","7.552","120"
"Mecklenburg-
Vorpommern","44.174","8","2.747","23","1,4","1.161","72"
"Niedersachsen","261.494","57","3.271","390","4,9","5.794","72"
"Nordrhein-Westfalen","817.566","183","4.555","1.051","5,9","17.197","96"
"Rheinland-Pfalz","155.530","47","3.799","262","6,4","3.894","95"
"Saarland","41.600","9","4.215","74","7,5","1.028","104"
"Sachsen","285.999","28","7.024","74","1,8","10.102","248"
"Sachsen-Anhalt","99.275","4","4.523","30","1,4","3.428","156"
"Schleswig-Holstein","64.038","22","2.205","119","4,1","1.623","56"
"Thüringen","128.839","12","6.039","48","2,2","4.350","204"
"Gesamt","3.734.468","949","4.490","4.597","5,5","91.190","110"
