"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","50.934 
171 
460","1.762 
15,9","1.890 
17,1"
"Bayern","69.631 
145 
532","2.130 
16,3","2.672 
20,4"
"Berlin","15.648 
74 
417","1.420 
37,9","231 
6,2"
"Brandenburg","4.421 
28 
176","183 
7,3","169 
6,7"
"Bremen","2.619 
21 
383","249 
36,5","59 
8,6"
"Hamburg","8.241 
65 
448","445 
24,2","273 
14,8"
"Hessen","19.978 
190 
319","1.294 
20,7","553 
8,8"
"Mecklenburg-
Vorpommern*","1.220 
0 
76","56 
3,5","20 
1,2"
"Niedersachsen","21.075 
121 
264","1.021 
12,8","690 
8,6"
"Nordrhein-Westfalen","72.995 
414 
407","3.986 
22,2","1.884 
10,5"
"Rheinland-Pfalz","11.086 
71 
271","489 
12,0","256 
6,3"
"Saarland*","3.380 
0 
341","83 
8,4","177 
17,9"
"Sachsen","7.502 
43 
184","321 
7,9","239 
5,9"
"Sachsen-Anhalt","2.746 
10 
124","138 
6,2","68 
3,1"
"Schleswig-Holstein","4.938 
24 
170","243 
8,4","162 
5,6"
"Thüringen","4.205 
5 
196","145 
6,8","191 
8,9"
"Gesamt","300.619 
1.382 
362","13.965 
16,8","9.534 
11,5"
