"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number of 
of new 
100,000 
cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number 
Number of 
of 
deaths/ 
deaths 
100,000 pop."
"Baden-Wuerttemberg","46,779 
351 
423","1,645 
14.9","1,871 
16.9"
"Bavaria","64,395 
477 
492","2,573 
19.7","2,648 
20.2"
"Berlin","12,919 
186 
345","658 
17.6","227 
6.1"
"Brandenburg","4,079 
19 
162","71 
2.8","169 
6.7"
"Bremen","2,191 
14 
321","71 
10.4","59 
8.6"
"Hamburg","7,075 
65 
384","251 
13.6","269 
14.6"
"Hesse","17,516 
174 
280","767 
12.2","543 
8.7"
"Mecklenburg-Western 
Pomerania","1,105 
12 
69","48 
3.0","20 
1.2"
"Lower Saxony","18,701 
172 
234","827 
10.4","669 
8.4"
"North Rhine-Westphalia","64,692 
608 
361","2,674 
14.9","1,844 
10.3"
"Rhineland-Palatinate","10,037 
47 
246","323 
7.9","247 
6.0"
"Saarland*","3,227 
13 
326","60 
6.1","176 
17.8"
"Saxony","6,658 
77 
163","273 
6.7","226 
5.5"
"Saxony-Anhalt","2,393 
13 
108","49 
2.2","66 
3.0"
"Schleswig-Holstein","4,384 
34 
151","161 
5.6","161 
5.6"
"Thuringia","3,919 
35 
183","148 
6.9","189 
8.8"
"Total 
270,070 
2,297 
325 
10,599 
12.8 
9,384 
11.3","","",""
