"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","155,941 
3,159 
1,405","14,872 
134","2,883 
26.0"
"Bavaria","217,949 
4,641 
1,661","22,609 
172","4,057 
30.9"
"Berlin","67,264 
958 
1,833","5,975 
163","618 
16.8"
"Brandenburg","20,261 
656 
803","2,373 
94","380 
15.1"
"Bremen","10,425 
172 
1,530","788 
116","129 
18.9"
"Hamburg","25,469 
326 
1,379","1,277 
69","387 
21.0"
"Hesse","90,966 
1,520 
1,447","9,243 
147","1,372 
21.8"
"Mecklenburg- 
Western Pomerania","6,266 
150 
390","749 
47","68 
4.2"
"Lower Saxony","1,014 
920 
73,548","5,583 
70","1,207 
15.1"
"North Rhine-Westphalia","272,026 
4,957 
1,516","24,775 
138","3,721 
20.7"
"Rhineland-Palatinate","46,093 
924 
1,126","4,933 
120","592 
14.5"
"Saarland","13,064 
180 
1,324","982 
100","262 
26.5"
"Saxony","60,919 
2,025 
1,496","10,855 
267","1,083 
26.6"
"Saxony-Anhalt","13,342 
554 
608","2,173 
99","190 
8.7"
"Schleswig-Holstein","14,827 
240 
511","1,260 
43","259 
8.9"
"Thuringia","18,429 
570 
864","2,960 
139","394 
18.5"
"Total","1,106,789 
22,046 
1,331","111,407 
134","17,602 
21.2"
