"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","52.814 
583 
476","2.498 
22,5","1.898 
17,1"
"Bayern","71.759 
725 
547","2.750 
21,0","2.684 
20,4"
"Berlin","17.112 
497 
466","1.873 
51,0","233 
6,3"
"Brandenburg","4.603 
42 
183","225 
8,9","169 
6,7"
"Bremen","2.880 
75 
423","367 
53,9","60 
8,8"
"Hamburg","8.669 
125 
469","549 
29,7","276 
14,9"
"Hessen","21.092 
430 
335","1.625 
25,8","557 
8,9"
"Mecklenburg-
Vorpommern","1.344 
12 
84","102 
6,3","20 
1,2"
"Niedersachsen","22.142 
399 
277","1.350 
16,9","695 
8,7"
"Nordrhein-Westfalen","76.796 
1125 
428","5.136 
28,6","1.900 
10,6"
"Rheinland-Pfalz","11.602 
103 
283","653 
16,0","256 
6,3"
"Saarland","3.551 
52 
360","165 
16,7","177 
17,9"
"Sachsen","7.987 
190 
196","549 
13,5","243 
6,0"
"Sachsen-Anhalt","2.832 
17 
129","129 
5,9","68 
3,1"
"Schleswig-Holstein","5.155 
79 
178","286 
9,8","162 
5,6"
"Thüringen","4.322 
62 
203","180 
8,4","191 
9,0"
"Gesamt","314.660 
4.516 
379","18.437 
22,2","9.589 
11,5"
