"0","1","2","3"
"Meldejahr 2020 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 53 
Meldewoche 01 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","14.964 
135","15.840 
143","876 
+6%"
"Bayern","21.996 
168","22.014 
168","18 
+0%"
"Berlin","5.121 
140","7.192 
196","2.071 
+40%"
"Brandenburg","5.303 
210","7.169 
284","1.866 
+35%"
"Bremen","555 
81","615 
90","60 
+11%"
"Hamburg","2.598 
141","2.860 
155","262 
+10%"
"Hessen","8.617 
137","10.217 
162","1.600 
+19%"
"Mecklenburg-Vorpommern","1.509 
94","2.167 
135","658 
+44%"
"Niedersachsen","7.642 
96","9.719 
122","2.077 
+27%"
"Nordrhein-Westfalen","21.885 
122","27.295 
152","5.410 
+25%"
"Rheinland-Pfalz","5.146 
126","5.895 
144","749 
+15%"
"Saarland","901 
91","1.838 
186","937 
+104%"
"Sachsen","14.108 
346","15.335 
377","1.227 
+9%"
"Sachsen-Anhalt","4.419 
201","5.331 
243","912 
+21%"
"Schleswig-Holstein","2.266 
78","2.894 
100","628 
+28%"
"Thüringen","5.500 
258","6.817 
320","1.317 
+24%"
"Gesamt 
122.530 
147 
143.198 
172 
20.668 
+17%","","",""
