"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
 
Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
100.000 
100.000 
100.000 
Bundesland 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","470.443","2.562","4.238","14.634","132","9.608","87"
"Bayern","618.178","2.232","4.710","13.991","107","14.496","110"
"Berlin","173.702","510","4.734","3.157","86","3.319","90"
"Brandenburg","105.469","397","4.182","2.060","82","3.653","145"
"Bremen","26.274","106","3.857","613","90","464","68"
"Hamburg","74.318","146","4.023","1.237","67","1.526","83"
"Hessen","275.361","1.586","4.379","7.365","117","7.084","113"
"Mecklenburg-
Vorpommern","42.358","285","2.634","1.253","78","1.059","66"
"Niedersachsen","248.876","988","3.113","6.254","78","5.440","68"
"Nordrhein-Westfalen","774.406","3.108","4.315","20.847","116","16.104","90"
"Rheinland-Pfalz","146.707","598","3.584","3.823","93","3.629","89"
"Saarland","39.001","169","3.952","1.035","105","971","98"
"Sachsen","274.418","917","6.739","5.879","144","9.316","229"
"Sachsen-Anhalt","95.102","388","4.333","2.520","115","3.180","145"
"Schleswig-Holstein","61.005","246","2.101","1.422","49","1.536","53"
"Thüringen","122.667","671","5.750","3.590","168","3.995","187"
"Gesamt","3.548.285","14.909","4.266","89.680","108","85.380","103"
