"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","502.346","159","4.525","905","8,2","10.333","93"
"Bayern","649.837","240","4.951","1.228","9,4","15.304","117"
"Berlin","181.017","132","4.933","509","13,9","3.568","97"
"Brandenburg","108.908","18","4.319","137","5,4","3.815","151"
"Bremen","27.604","16","4.052","80","11,7","489","72"
"Hamburg","77.823","50","4.213","217","11,7","1.603","87"
"Hessen","292.286","151","4.648","711","11,3","7.563","120"
"Mecklenburg-
Vorpommern","44.225","7","2.750","48","3,0","1.164","72"
"Niedersachsen","262.161","163","3.280","636","8,0","5.802","73"
"Nordrhein-Westfalen","819.373","347","4.565","1.803","10,0","17.238","96"
"Rheinland-Pfalz","155.950","79","3.809","412","10,1","3.895","95"
"Saarland","41.661","11","4.221","69","7,0","1.030","104"
"Sachsen","286.128","17","7.027","118","2,9","10.111","248"
"Sachsen-Anhalt","99.316","6","4.525","52","2,4","3.434","156"
"Schleswig-Holstein","64.221","35","2.212","181","6,2","1.628","56"
"Thüringen","128.925","25","6.043","72","3,4","4.360","204"
"Gesamt","3.741.781","1.456","4.499","7.178","8,6","91.337","110"
