"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37,975 
79 
343","391 
3.5","1,859 
16.8"
"Bavaria","52,182 
236 
399","646 
4.9","2,627 
20.1"
"Berlin","9,851 
111 
263","410 
10.9","224 
6.0"
"Brandenburg","3,642 
8 
145","45 
1.8","169 
6.7"
"Bremen","1,819 
10 
266","29 
4.2","56 
8.2"
"Hamburg","5,748 
57 
312","222 
12.1","262 
14.2"
"Hesse","12,876 
61 
205","580 
9.3","526 
8.4"
"Mecklenburg-Western  
Pomerania","952 
9 
59","55 
3.4","20 
1.2"
"Lower Saxony","15,122 
66 
189","389 
4.9","655 
8.2"
"North Rhine-
Westphalia","52,588 
413 
293","2,374 
13.2","1,765 
9.8"
"Rhineland-Palatinate","7,935 
64 
194","305 
7.5","239 
5.9"
"Saarland","2,952 
10 
298","55 
5.6","174 
17.6"
"Saxony","5,673 
18 
139","96 
2.4","225 
5.5"
"Saxony-Anhalt","2,076 
8 
94","35 
1.6","64 
2.9"
"Schleswig-Holstein","3,675 
55 
127","159 
5.5","158 
5.5"
"Thuringia","3,453 
21 
161","62 
2.9","184 
8.6"
"Total 
218,519 
1,226 
263 
5,853 
7.0 
9,207 
11.1","","",""
