"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","168.265 
1.624 
1.516","16.889 
152","3.098 
27,9"
"Bayern","234.614 
2.718 
1.788","23.278 
177","4.411 
33,6"
"Berlin","72.082 
640 
1.964","6.217 
169","699 
19,0"
"Brandenburg","22.741 
308 
902","2.731 
108","422 
16,7"
"Bremen","10.859 
41 
1.594","778 
114","139 
20,4"
"Hamburg","27.081 
231 
1.466","1.938 
105","425 
23,0"
"Hessen","97.899 
1.262 
1.557","9.588 
152","1.529 
24,3"
"Mecklenburg-
Vorpommern","6.835 
53 
425","833 
52","78 
4,9"
"Niedersachsen","78.296 
555 
979","6.067 
76","1.277 
16,0"
"Nordrhein-Westfalen","290.668 
3.489 
1.620","26.270 
146","4.064 
22,6"
"Rheinland-Pfalz","49.762 
266 
1.216","5.088 
124","681 
16,6"
"Saarland","14.173 
286 
1.436","1.335 
135","276 
28,0"
"Sachsen","71.636 
1.468 
1.759","13.005 
319","1.307 
32,1"
"Sachsen-Anhalt","15.396 
471 
701","2.681 
122","215 
9,8"
"Schleswig-Holstein","15.964 
183 
550","1.577 
54","269 
9,3"
"Thüringen","21.438 
459 
1.005","3.902 
183","452 
21,2"
"Gesamt","1.197.709 
14.054 
1.440","122.177 
147","19.342 
23,3"
