"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Bundesland 
Fälle 
Fälle 
Fälle 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","60.053 
700 
541","5.138 
46,3","1.932 
17,4"
"Bayern","79.735 
795 
608","6.220 
47,4","2.714 
20,7"
"Berlin","21.429 
302 
584","3.226 
87,9","241 
6,6"
"Brandenburg","5.451 
37 
216","579 
23,0","172 
6,8"
"Bremen","3.590 
26 
527","513 
75,3","63 
9,2"
"Hamburg","9.910 
160 
536","792 
42,9","280 
15,2"
"Hessen","25.776 
336 
410","3.671 
58,4","576 
9,2"
"Mecklenburg-
Vorpommern","1.705 
25 
106","268 
16,7","21 
1,3"
"Niedersachsen","25.852 
271 
323","2.531 
31,7","713 
8,9"
"Nordrhein-Westfalen","90.544 
863 
505","9.942 
55,4","1.946 
10,8"
"Rheinland-Pfalz","13.652 
248 
333","1.449 
35,4","263 
6,4"
"Saarland","4.415 
59 
447","667 
67,6","177 
17,9"
"Sachsen","10.275 
340 
252","1.544 
37,9","258 
6,3"
"Sachsen-Anhalt","3.285 
43 
150","318 
14,5","71 
3,2"
"Schleswig-Holstein","5.714 
88 
197","450 
15,5","163 
5,6"
"Thüringen","4.913 
32 
230","456 
21,4","199 
9,3"
"Gesamt","366.299 
4.325 
440","37.764 
45,4","9.789 
11,8"
