"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","44.618 
222 
403","1.441 
13,0","1.868 
16,9"
"Bayern","61.158 
399 
468","2.398 
18,3","2.644 
20,2"
"Berlin","12.090 
139 
323","522 
13,9","226 
6,0"
"Brandenburg","3.984 
18 
159","70 
2,8","169 
6,7"
"Bremen","2.109 
15 
309","62 
9,1","58 
8,5"
"Hamburg","6.699 
73 
364","236 
12,8","267 
14,5"
"Hessen","16.603 
103 
265","659 
10,5","537 
8,6"
"Mecklenburg-
Vorpommern","1.046 
2 
65","27 
1,7","20 
1,2"
"Niedersachsen","17.645 
73 
221","473 
5,9","665 
8,3"
"Nordrhein-Westfalen","61.505 
304 
343","1.588 
8,9","1.828 
10,2"
"Rheinland-Pfalz","9.623 
63 
236","349 
8,5","245 
6,0"
"Saarland","3.222 
4 
325","45 
4,5","175 
17,7"
"Sachsen","6.282 
27 
154","156 
3,8","225 
5,5"
"Sachsen-Anhalt","2.314 
9 
105","42 
1,9","66 
3,0"
"Schleswig-Holstein","4.207 
10 
145","97 
3,3","161 
5,6"
"Thüringen","3.745 
23 
175","77 
3,6","188 
8,8"
"Gesamt","256.850 
1.484 
309","8.242 
9,9","9.342 
11,2"
