"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","115,670 
2,131 
1,042 
14,694 
132.4 
2,258 
20.3","",""
"Bavaria","156,421 
3,265 
1,192 
23,631 
180.0 
3,133 
23.9","",""
"Berlin","47,265 
831 
1,288 
7,584 
206.7 
358 
9.8","",""
"Brandenburg","12,636 
431 
501 
1,771 
70.2 
238 
9.4","",""
"Bremen","8,153 
188 
1,197 
1,071 
157.2 
94 
13.8","",""
"Hamburg","19,977 
527 
1,081 
2,274 
123.1 
311 
16.8","",""
"Hesse","64,393 
1,931 
1,024 
10,711 
170.3 
864 
13.7","",""
"Mecklenburg- 
Western Pomerania","4,397 
108 
273 
676 
42.0 
38 
2.4","",""
"Lower Saxony","55,325 
1,442 
692 
8,375 
104.8 
903 
11.3","",""
"North Rhine-Westphalia","200,063 
3,700 
1,115 
29,736 
165.7 
2,623 
14.6","",""
"Rhineland-Palatinate","32,013 
616 
782 
5,670 
138.5 
362 
8.8","",""
"Saarland","10,110 
397 
1,024 
1,563 
158.4 
214 
21.7","",""
"Saxony","33,924 
917 
833 
6,236 
153.1 
511 
12.5","",""
"Saxony-Anhalt","8,040 
99 
366 
1,255 
57.2 
105 
4.8","",""
"Schleswig-Holstein","11,361 
158 
391 
1,506 
51.9 
219 
7.5","",""
"Thuringia","10,755 
206 
504 
1,797 
84.2 
254 
11.9","",""
"Total","790,503 
16,947 
951 
118,550 
142.5 
12,485 
15.0","",""
